2025-01-11 16:18:01 DEBUG Connection:131 - {conn-10001,procId-1382} connected
2025-01-11 16:18:01 DEBUG Statement:136 - {conn-10001, stmt-20000} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10001, stmt-20000, rs-50000} query executed. 182.7038 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10001, stmt-20000, rs-50000} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10001, stmt-20000, rs-50000} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10001, stmt-20000, rs-50000} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10001, stmt-20000} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10002,procId-1383} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10002, stmt-20001} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10002, stmt-20001, rs-50001} query executed. 0.4621 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10002, stmt-20001, rs-50001} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10002, stmt-20001, rs-50001} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10002, stmt-20001, rs-50001} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10002, stmt-20001} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10003,procId-1384} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10003, stmt-20002} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10003, stmt-20002, rs-50002} query executed. 0.4906 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10003, stmt-20002, rs-50002} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10003, stmt-20002, rs-50002} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10003, stmt-20002, rs-50002} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10003, stmt-20002} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10004,procId-1385} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10004, stmt-20003} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10004, stmt-20003, rs-50003} query executed. 0.4446 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10004, stmt-20003, rs-50003} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10004, stmt-20003, rs-50003} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10004, stmt-20003, rs-50003} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10004, stmt-20003} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10005,procId-1386} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, stmt-20004} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, stmt-20004, rs-50004} query executed. 0.4083 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, stmt-20004, rs-50004} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, stmt-20004, rs-50004} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, stmt-20004, rs-50004} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, stmt-20004} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005} created. select player_id, name, mails_read, mails_collect from player
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005} Parameters : []
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005} Types : []
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005, rs-50005} query executed. 2.5214 millis. select player_id, name, mails_read, mails_collect from player
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20005, rs-50005} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20005, rs-50005} Header: [player_id, name, mails_read, mails_collect]
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20006} created. select mail_id, content, title, attachment, filter, public_time, deadline, create_time, update_time, sender_id, receiver_id from personal_mail where receiver_id = ? or sender_id = ?
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20006} Parameters : [532125159406960640, 532125159406960640]
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20006} Types : [BIGINT, BIGINT]
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20006, rs-50006} query executed. 3.3385 millis. select mail_id, content, title, attachment, filter, public_time, deadline, create_time, update_time, sender_id, receiver_id from personal_mail where receiver_id = ? or sender_id = ?
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Header: [mail_id, content, title, attachment, filter, public_time, deadline, create_time, update_time, sender_id, receiver_id]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [532464574494932992, content, title, {}, {}, 2025-01-09 15:44:07.0, 2025-02-09 15:44:07.0, 2025-01-09 15:44:07.0, 2025-01-09 15:44:07.0, 532125159406960640, 532125159222411264]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [532464700886089728, content, title, {}, {}, 2025-01-09 15:44:37.0, 2025-02-09 15:44:37.0, 2025-01-09 15:44:37.0, 2025-01-09 15:44:37.0, 532125159943831552, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [532464721891164160, content, title, {}, {}, 2025-01-09 15:44:42.0, 2025-02-09 15:44:42.0, 2025-01-09 15:44:42.0, 2025-01-09 15:44:42.0, 532125159943831552, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [532464785032216576, content, title, {}, {}, 2025-01-09 15:44:57.0, 2025-02-09 15:44:57.0, 2025-01-09 15:44:57.0, 2025-01-09 15:44:57.0, 532125160417787904, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533121056815185920, content, title, {}, {}, 2025-01-11 11:12:45.0, 2025-02-11 11:12:45.0, 2025-01-11 11:12:45.0, 2025-01-11 11:12:45.0, 532125159406960640, 532125159834779648]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533121154957705216, content, title, {}, {}, 2025-01-11 11:13:08.0, 2025-02-11 11:13:08.0, 2025-01-11 11:13:08.0, 2025-01-11 11:13:08.0, 532125159281131520, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533127488138641408, content, title, {}, {}, 2025-01-11 11:38:18.0, 2025-02-11 11:38:18.0, 2025-01-11 11:38:18.0, 2025-01-11 11:38:18.0, 532125160195489792, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533127496661467136, content, title, {}, {}, 2025-01-11 11:38:20.0, 2025-02-11 11:38:20.0, 2025-01-11 11:38:20.0, 2025-01-11 11:38:20.0, 532125159474069504, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533127539313344512, content, title, {}, {}, 2025-01-11 11:38:30.0, 2025-02-11 11:38:30.0, 2025-01-11 11:38:30.0, 2025-01-11 11:38:30.0, 532125159406960640, 532125159377600512]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533127556468047872, content, title, {}, {}, 2025-01-11 11:38:34.0, 2025-02-11 11:38:34.0, 2025-01-11 11:38:34.0, 2025-01-11 11:38:34.0, 532125159406960640, 532125160233238528]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192633221120000, content, title, {}, {}, 2025-01-11 15:57:10.0, 2025-02-11 15:57:10.0, 2025-01-11 15:57:10.0, 2025-01-11 15:57:10.0, 532125160065466368, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192637490921472, content, title, {}, {}, 2025-01-11 15:57:11.0, 2025-02-11 15:57:11.0, 2025-01-11 15:57:11.0, 2025-01-11 15:57:11.0, 532125160065466368, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192637516087296, content, title, {}, {}, 2025-01-11 15:57:11.0, 2025-02-11 15:57:11.0, 2025-01-11 15:57:11.0, 2025-01-11 15:57:11.0, 532125159545372672, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192641706196992, content, title, {}, {}, 2025-01-11 15:57:12.0, 2025-02-11 15:57:12.0, 2025-01-11 15:57:12.0, 2025-01-11 15:57:12.0, 532125160065466368, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192641743945728, content, title, {}, {}, 2025-01-11 15:57:12.0, 2025-02-11 15:57:12.0, 2025-01-11 15:57:12.0, 2025-01-11 15:57:12.0, 532125159545372672, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192641769111552, content, title, {}, {}, 2025-01-11 15:57:12.0, 2025-02-11 15:57:12.0, 2025-01-11 15:57:12.0, 2025-01-11 15:57:12.0, 532125159507623936, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192646076661760, content, title, {}, {}, 2025-01-11 15:57:13.0, 2025-02-11 15:57:13.0, 2025-01-11 15:57:13.0, 2025-01-11 15:57:13.0, 532125160065466368, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192646101827584, content, title, {}, {}, 2025-01-11 15:57:13.0, 2025-02-11 15:57:13.0, 2025-01-11 15:57:13.0, 2025-01-11 15:57:13.0, 532125159545372672, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192646131187712, content, title, {}, {}, 2025-01-11 15:57:13.0, 2025-02-11 15:57:13.0, 2025-01-11 15:57:13.0, 2025-01-11 15:57:13.0, 532125159507623936, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192646164742144, content, title, {}, {}, 2025-01-11 15:57:13.0, 2025-02-11 15:57:13.0, 2025-01-11 15:57:13.0, 2025-01-11 15:57:13.0, 532125160195489792, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192650350657536, content, title, {}, {}, 2025-01-11 15:57:14.0, 2025-02-11 15:57:14.0, 2025-01-11 15:57:14.0, 2025-01-11 15:57:14.0, 532125160065466368, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192650426155008, content, title, {}, {}, 2025-01-11 15:57:14.0, 2025-02-11 15:57:14.0, 2025-01-11 15:57:14.0, 2025-01-11 15:57:14.0, 532125159545372672, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192650497458176, content, title, {}, {}, 2025-01-11 15:57:14.0, 2025-02-11 15:57:14.0, 2025-01-11 15:57:14.0, 2025-01-11 15:57:14.0, 532125159507623936, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192650531012608, content, title, {}, {}, 2025-01-11 15:57:14.0, 2025-02-11 15:57:14.0, 2025-01-11 15:57:14.0, 2025-01-11 15:57:14.0, 532125160195489792, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192650560372736, content, title, {}, {}, 2025-01-11 15:57:14.0, 2025-02-11 15:57:14.0, 2025-01-11 15:57:14.0, 2025-01-11 15:57:14.0, 532125159914471424, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192654620459008, content, title, {}, {}, 2025-01-11 15:57:15.0, 2025-02-11 15:57:15.0, 2025-01-11 15:57:15.0, 2025-01-11 15:57:15.0, 532125159507623936, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192654687567872, content, title, {}, {}, 2025-01-11 15:57:15.0, 2025-02-11 15:57:15.0, 2025-01-11 15:57:15.0, 2025-01-11 15:57:15.0, 532125159545372672, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192654737899520, content, title, {}, {}, 2025-01-11 15:57:15.0, 2025-02-11 15:57:15.0, 2025-01-11 15:57:15.0, 2025-01-11 15:57:15.0, 532125160195489792, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192654771453952, content, title, {}, {}, 2025-01-11 15:57:15.0, 2025-02-11 15:57:15.0, 2025-01-11 15:57:15.0, 2025-01-11 15:57:15.0, 532125160065466368, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192654809202688, content, title, {}, {}, 2025-01-11 15:57:15.0, 2025-02-11 15:57:15.0, 2025-01-11 15:57:15.0, 2025-01-11 15:57:15.0, 532125159914471424, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192654851145728, content, title, {}, {}, 2025-01-11 15:57:15.0, 2025-02-11 15:57:15.0, 2025-01-11 15:57:15.0, 2025-01-11 15:57:15.0, 532125160195489792, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192658806374400, content, title, {}, {}, 2025-01-11 15:57:16.0, 2025-02-11 15:57:16.0, 2025-01-11 15:57:16.0, 2025-01-11 15:57:16.0, 532125159545372672, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192658835734528, content, title, {}, {}, 2025-01-11 15:57:16.0, 2025-02-11 15:57:16.0, 2025-01-11 15:57:16.0, 2025-01-11 15:57:16.0, 532125159507623936, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192658869288960, content, title, {}, {}, 2025-01-11 15:57:16.0, 2025-02-11 15:57:16.0, 2025-01-11 15:57:16.0, 2025-01-11 15:57:16.0, 532125160065466368, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192658902843392, content, title, {}, {}, 2025-01-11 15:57:16.0, 2025-02-11 15:57:16.0, 2025-01-11 15:57:16.0, 2025-01-11 15:57:16.0, 532125160195489792, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192658940592128, content, title, {}, {}, 2025-01-11 15:57:16.0, 2025-02-11 15:57:16.0, 2025-01-11 15:57:16.0, 2025-01-11 15:57:16.0, 532125159914471424, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192658969952256, content, title, {}, {}, 2025-01-11 15:57:16.0, 2025-02-11 15:57:16.0, 2025-01-11 15:57:16.0, 2025-01-11 15:57:16.0, 532125160195489792, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192659011895296, content, title, {}, {}, 2025-01-11 15:57:16.0, 2025-02-11 15:57:16.0, 2025-01-11 15:57:16.0, 2025-01-11 15:57:16.0, 532125159901888512, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192663088758784, content, title, {}, {}, 2025-01-11 15:57:17.0, 2025-02-11 15:57:17.0, 2025-01-11 15:57:17.0, 2025-01-11 15:57:17.0, 532125159545372672, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192663109730304, content, title, {}, {}, 2025-01-11 15:57:17.0, 2025-02-11 15:57:17.0, 2025-01-11 15:57:17.0, 2025-01-11 15:57:17.0, 532125159507623936, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192663139090432, content, title, {}, {}, 2025-01-11 15:57:17.0, 2025-02-11 15:57:17.0, 2025-01-11 15:57:17.0, 2025-01-11 15:57:17.0, 532125160065466368, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192663172644864, content, title, {}, {}, 2025-01-11 15:57:17.0, 2025-02-11 15:57:17.0, 2025-01-11 15:57:17.0, 2025-01-11 15:57:17.0, 532125160195489792, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192663197810688, content, title, {}, {}, 2025-01-11 15:57:17.0, 2025-02-11 15:57:17.0, 2025-01-11 15:57:17.0, 2025-01-11 15:57:17.0, 532125160195489792, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192663227170816, content, title, {}, {}, 2025-01-11 15:57:17.0, 2025-02-11 15:57:17.0, 2025-01-11 15:57:17.0, 2025-01-11 15:57:17.0, 532125159914471424, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192663256530944, content, title, {}, {}, 2025-01-11 15:57:17.0, 2025-02-11 15:57:17.0, 2025-01-11 15:57:17.0, 2025-01-11 15:57:17.0, 532125159901888512, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192663298473984, content, title, {}, {}, 2025-01-11 15:57:17.0, 2025-02-11 15:57:17.0, 2025-01-11 15:57:17.0, 2025-01-11 15:57:17.0, 532125159193051136, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192667396308992, content, title, {}, {}, 2025-01-11 15:57:18.0, 2025-02-11 15:57:18.0, 2025-01-11 15:57:18.0, 2025-01-11 15:57:18.0, 532125159507623936, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192667429863424, content, title, {}, {}, 2025-01-11 15:57:18.0, 2025-02-11 15:57:18.0, 2025-01-11 15:57:18.0, 2025-01-11 15:57:18.0, 532125159545372672, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192667463417856, content, title, {}, {}, 2025-01-11 15:57:18.0, 2025-02-11 15:57:18.0, 2025-01-11 15:57:18.0, 2025-01-11 15:57:18.0, 532125160195489792, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192667488583680, content, title, {}, {}, 2025-01-11 15:57:18.0, 2025-02-11 15:57:18.0, 2025-01-11 15:57:18.0, 2025-01-11 15:57:18.0, 532125160065466368, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192667513749504, content, title, {}, {}, 2025-01-11 15:57:18.0, 2025-02-11 15:57:18.0, 2025-01-11 15:57:18.0, 2025-01-11 15:57:18.0, 532125160195489792, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192667543109632, content, title, {}, {}, 2025-01-11 15:57:18.0, 2025-02-11 15:57:18.0, 2025-01-11 15:57:18.0, 2025-01-11 15:57:18.0, 532125159914471424, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192667568275456, content, title, {}, {}, 2025-01-11 15:57:18.0, 2025-02-11 15:57:18.0, 2025-01-11 15:57:18.0, 2025-01-11 15:57:18.0, 532125159901888512, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192667593441280, content, title, {}, {}, 2025-01-11 15:57:18.0, 2025-02-11 15:57:18.0, 2025-01-11 15:57:18.0, 2025-01-11 15:57:18.0, 532125159545372672, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192667622801408, content, title, {}, {}, 2025-01-11 15:57:18.0, 2025-02-11 15:57:18.0, 2025-01-11 15:57:18.0, 2025-01-11 15:57:18.0, 532125159193051136, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192671699664896, content, title, {}, {}, 2025-01-11 15:57:19.0, 2025-02-11 15:57:19.0, 2025-01-11 15:57:19.0, 2025-01-11 15:57:19.0, 532125159545372672, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192671724830720, content, title, {}, {}, 2025-01-11 15:57:19.0, 2025-02-11 15:57:19.0, 2025-01-11 15:57:19.0, 2025-01-11 15:57:19.0, 532125159507623936, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192671749996544, content, title, {}, {}, 2025-01-11 15:57:19.0, 2025-02-11 15:57:19.0, 2025-01-11 15:57:19.0, 2025-01-11 15:57:19.0, 532125160065466368, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192671779356672, content, title, {}, {}, 2025-01-11 15:57:19.0, 2025-02-11 15:57:19.0, 2025-01-11 15:57:19.0, 2025-01-11 15:57:19.0, 532125160195489792, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192671804522496, content, title, {}, {}, 2025-01-11 15:57:19.0, 2025-02-11 15:57:19.0, 2025-01-11 15:57:19.0, 2025-01-11 15:57:19.0, 532125160195489792, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192671833882624, content, title, {}, {}, 2025-01-11 15:57:19.0, 2025-02-11 15:57:19.0, 2025-01-11 15:57:19.0, 2025-01-11 15:57:19.0, 532125159914471424, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192671854854144, content, title, {}, {}, 2025-01-11 15:57:19.0, 2025-02-11 15:57:19.0, 2025-01-11 15:57:19.0, 2025-01-11 15:57:19.0, 532125159545372672, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192671884214272, content, title, {}, {}, 2025-01-11 15:57:19.0, 2025-02-11 15:57:19.0, 2025-01-11 15:57:19.0, 2025-01-11 15:57:19.0, 532125160006746112, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192671909380096, content, title, {}, {}, 2025-01-11 15:57:19.0, 2025-02-11 15:57:19.0, 2025-01-11 15:57:19.0, 2025-01-11 15:57:19.0, 532125159901888512, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192671938740224, content, title, {}, {}, 2025-01-11 15:57:19.0, 2025-02-11 15:57:19.0, 2025-01-11 15:57:19.0, 2025-01-11 15:57:19.0, 532125159193051136, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192675952689152, content, title, {}, {}, 2025-01-11 15:57:20.0, 2025-02-11 15:57:20.0, 2025-01-11 15:57:20.0, 2025-01-11 15:57:20.0, 532125159545372672, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192675973660672, content, title, {}, {}, 2025-01-11 15:57:20.0, 2025-02-11 15:57:20.0, 2025-01-11 15:57:20.0, 2025-01-11 15:57:20.0, 532125159507623936, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192676023992320, content, title, {}, {}, 2025-01-11 15:57:20.0, 2025-02-11 15:57:20.0, 2025-01-11 15:57:20.0, 2025-01-11 15:57:20.0, 532125160195489792, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192676053352448, content, title, {}, {}, 2025-01-11 15:57:20.0, 2025-02-11 15:57:20.0, 2025-01-11 15:57:20.0, 2025-01-11 15:57:20.0, 532125160065466368, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192676078518272, content, title, {}, {}, 2025-01-11 15:57:20.0, 2025-02-11 15:57:20.0, 2025-01-11 15:57:20.0, 2025-01-11 15:57:20.0, 532125160195489792, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192676103684096, content, title, {}, {}, 2025-01-11 15:57:20.0, 2025-02-11 15:57:20.0, 2025-01-11 15:57:20.0, 2025-01-11 15:57:20.0, 532125159914471424, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192676128849920, content, title, {}, {}, 2025-01-11 15:57:20.0, 2025-02-11 15:57:20.0, 2025-01-11 15:57:20.0, 2025-01-11 15:57:20.0, 532125159545372672, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192676149821440, content, title, {}, {}, 2025-01-11 15:57:20.0, 2025-02-11 15:57:20.0, 2025-01-11 15:57:20.0, 2025-01-11 15:57:20.0, 532125160006746112, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192676179181568, content, title, {}, {}, 2025-01-11 15:57:20.0, 2025-02-11 15:57:20.0, 2025-01-11 15:57:20.0, 2025-01-11 15:57:20.0, 532125159901888512, 532125159406960640]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20006, rs-50006} Result: [533192676200153088, content, title, {}, {}, 2025-01-11 15:57:20.0, 2025-02-11 15:57:20.0, 2025-01-11 15:57:20.0, 2025-01-11 15:57:20.0, 532125159545372672, 532125159406960640]
